,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
983_4,116,15,8,10,1,7,3,3,5,7,14,34,30,6,7,5,8,8,7,32,8,10,6,6,6,6,0,6,9,31,21,5,10,2,6,0,8,12,5,1,56,9,9,9,6,10,17,21,7,14
983_5,86,14,5,19,5,7,7,4,8,5,6,27,24,4,2,5,5,2,7,33,6,12,1,4,6,5,0,8,9,30,19,2,9,1,6,0,9,8,9,5,50,15,9,8,0,10,10,28,4,27
983_2,0,5,2,0,10,3,5,0,4,2,1,1,6,3,1,2,3,7,5,1,4,3,11,2,4,1,2,0,3,1,3,1,8,1,5,5,2,2,1,5,5,2,3,0,3,1,1,1,0,1
983_3,5,1,2,0,9,1,3,0,1,1,8,2,9,1,0,3,2,1,2,4,1,2,1,2,2,1,1,0,7,4,4,3,5,1,2,4,3,1,1,3,1,0,1,1,2,1,2,0,1,2
983_1,0,3,1,2,13,3,4,0,4,1,2,0,0,2,0,5,0,1,0,0,4,4,1,8,6,1,0,1,0,2,3,1,1,0,4,2,1,0,4,14,2,1,0,0,1,2,0,0,3,1
2150_12,14,6,2,4,5,24,3,1,6,10,7,7,12,9,4,5,16,2,7,11,6,18,4,3,2,2,11,13,7,4,12,2,3,0,5,1,8,16,13,3,7,4,10,3,1,6,6,9,28,2
1997_2,2,0,0,0,1,2,0,2,1,0,0,2,0,2,0,0,1,0,0,2,0,0,1,1,0,3,0,5,2,0,0,0,1,0,2,0,3,1,0,5,4,0,0,0,0,1,1,0,0,1
1491_10,52,6,3,0,23,2,21,2,14,14,19,4,7,6,5,11,0,9,8,5,11,9,8,5,19,5,4,5,4,9,6,5,12,12,2,20,2,0,7,0,34,9,9,11,54,5,3,5,7,2
1724_1,0,1,1,0,2,11,0,1,1,0,0,0,1,3,0,0,0,1,2,1,1,2,1,0,0,7,0,2,5,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2,1,3,0,0,1,0
1724_2,0,0,0,1,1,4,1,1,1,1,2,1,1,2,1,3,0,0,0,2,0,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,0,0,5,2,1,1,0,0,2,0
942_12,9,1,16,9,12,7,6,6,6,7,3,3,2,7,3,5,8,2,6,4,3,12,4,5,1,4,19,13,14,1,5,4,3,6,12,7,2,12,13,17,3,2,9,3,1,6,2,0,15,1
739_7,11,1,0,1,0,0,0,0,1,2,5,3,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,2,0,0,0,2,0,0,0,1,4,0,0,0,1,0,1,0,1,0,1
739_4,3,18,99,2,23,64,61,20,23,21,13,29,12,16,7,214,14,67,16,16,12,11,75,44,45,30,19,3,23,6,11,215,56,24,2,160,24,12,28,7,38,4,14,15,12,22,20,2,32,16
492_9,15,3,0,0,5,4,4,1,3,4,1,3,3,0,2,1,2,8,10,4,1,3,5,3,2,5,3,4,7,4,0,0,3,8,1,0,1,3,1,0,14,0,2,5,4,2,2,2,7,1
492_8,15,2,0,1,1,5,2,0,2,4,4,0,0,1,2,0,3,5,5,2,0,1,5,4,2,3,3,2,9,9,0,1,7,1,4,3,0,1,0,0,5,1,1,1,0,3,3,0,7,1
1815_1,3,0,2,0,6,4,1,1,5,5,1,4,3,11,0,1,2,0,5,6,3,5,0,3,1,8,0,4,5,0,4,0,0,1,2,0,0,3,6,0,0,1,12,12,0,7,1,1,5,0
492_5,16,2,0,0,1,5,3,0,0,3,9,0,0,1,0,5,2,5,8,1,0,0,8,3,2,2,3,2,9,0,0,1,3,0,2,0,2,3,3,0,6,2,3,1,1,3,2,1,2,0
1600_2,1,5,1,5,4,6,2,2,5,1,0,5,0,11,1,1,0,1,6,1,4,1,1,2,1,3,0,2,8,0,0,1,1,1,4,0,5,0,2,2,0,5,6,6,0,1,4,1,4,0
492_7,16,0,0,0,1,5,4,1,2,5,2,0,0,1,1,5,1,7,9,0,1,0,5,6,4,5,6,2,8,1,2,0,6,1,3,2,0,1,2,0,8,0,1,2,0,5,2,1,3,2
492_6,12,1,0,0,1,6,3,2,1,4,5,1,0,1,0,4,2,4,9,0,3,5,4,4,2,2,2,1,7,1,0,0,1,0,1,1,0,1,1,0,8,1,1,0,1,2,3,1,2,3
492_1,2,2,0,1,2,5,2,1,3,3,3,0,1,0,3,2,1,6,6,1,0,1,6,3,3,5,6,1,10,0,3,1,5,1,6,0,0,4,2,0,0,2,3,0,0,3,1,2,2,4
1747_2,0,2,1,2,7,15,3,5,4,0,3,7,3,8,3,1,6,4,3,6,1,16,3,3,1,5,1,8,0,4,7,2,5,4,1,5,2,5,3,3,5,1,4,2,11,5,3,4,1,6
492_3,7,3,1,1,2,5,7,5,3,4,1,1,2,1,1,4,1,5,5,0,0,2,6,2,3,5,7,2,6,12,0,1,6,2,4,1,1,0,1,0,7,0,0,0,1,4,1,2,1,0
1600_3,0,0,1,3,2,1,1,0,3,3,2,1,0,3,0,0,1,3,1,1,0,0,1,4,0,5,0,8,3,0,1,0,1,1,2,1,3,0,0,2,0,1,10,0,0,5,0,0,0,1
180_2,1,1,5,7,2,29,0,2,2,0,0,1,3,7,5,1,6,1,5,7,1,11,2,1,1,4,6,1,3,1,3,2,0,6,4,0,1,5,3,2,7,2,9,3,8,3,1,1,2,4
1896_1,16,1,4,2,11,6,9,4,13,14,2,1,3,12,9,6,3,9,10,3,8,5,7,10,9,8,18,21,10,1,1,4,4,3,11,3,5,4,10,20,1,4,13,6,9,8,2,0,7,1
1747_4,1,1,2,11,2,15,4,6,4,2,5,6,6,4,7,0,5,5,2,2,1,10,2,6,3,6,4,4,2,5,0,4,2,4,1,1,6,6,3,5,0,10,1,1,6,6,4,2,6,9
1896_3,1,0,2,1,4,6,6,1,3,2,0,2,1,17,2,0,1,7,7,0,4,6,7,5,4,0,9,27,3,0,1,2,4,2,8,15,4,0,8,23,2,3,12,3,0,1,1,2,5,1
1896_2,2,4,6,0,12,5,4,4,5,6,0,1,1,12,5,1,5,9,10,0,5,4,8,8,5,3,14,19,8,1,2,3,8,1,7,2,2,3,9,18,0,1,13,1,1,3,2,0,5,0
1747_5,0,13,1,13,1,10,4,1,5,3,2,9,6,4,3,2,3,2,5,3,1,6,3,6,2,7,4,4,1,4,4,2,1,3,4,0,1,4,2,4,4,6,7,4,7,5,7,4,6,6
661_5,17,11,13,7,8,19,1,10,10,8,20,4,10,19,2,4,5,13,14,11,6,25,13,11,3,13,11,19,20,7,3,4,4,17,6,10,2,6,4,0,5,10,17,10,6,13,1,11,9,12
661_4,1,0,1,0,0,0,1,0,6,2,0,3,3,3,2,1,1,1,1,0,2,6,2,3,1,0,0,3,3,0,3,2,0,0,2,0,3,1,1,0,0,0,4,2,2,3,2,2,2,0
1262_4,4,9,26,1,2,14,4,2,14,21,4,3,18,3,28,14,31,8,9,1,1,1,8,6,1,16,33,19,12,2,14,9,10,3,29,3,6,31,27,17,10,1,7,2,5,13,9,2,40,8
1262_5,3,10,8,1,2,9,4,4,12,13,4,2,19,3,4,19,13,8,7,8,5,1,5,4,4,6,16,12,13,2,15,4,3,10,15,1,5,14,12,4,17,2,4,4,8,5,3,2,19,3
1262_2,0,0,0,2,4,0,1,0,1,0,0,0,0,7,1,1,0,1,2,0,1,2,3,1,2,2,0,2,2,0,0,0,2,2,0,2,3,1,0,2,0,0,5,0,12,2,0,0,1,0
1262_3,0,2,3,0,4,6,1,1,3,10,3,10,14,6,20,5,22,3,6,13,4,5,3,6,1,11,15,9,15,0,14,8,4,0,22,0,1,16,13,5,2,0,9,3,1,11,2,0,10,2
661_3,2,0,0,1,1,0,0,0,3,3,0,2,1,4,2,0,0,0,3,2,1,10,0,0,1,2,1,0,5,0,3,0,2,0,0,0,1,0,0,1,0,0,4,1,0,4,0,1,2,0
1262_1,0,1,3,2,3,8,2,7,5,2,0,1,0,6,0,0,1,2,4,3,3,5,2,3,1,1,0,4,5,1,0,0,3,2,0,2,2,1,2,0,0,3,6,1,3,3,1,0,0,1
2076_8,21,16,9,3,2,5,2,18,3,5,9,14,15,8,4,1,3,4,6,12,2,3,5,1,6,3,0,11,6,9,10,7,3,20,11,2,2,10,2,3,7,3,8,7,1,5,0,6,2,11
2076_9,16,10,4,2,3,4,2,16,4,5,23,18,7,5,1,3,9,14,9,17,9,4,9,3,2,7,2,9,4,10,15,3,5,14,9,6,4,8,4,6,7,3,5,9,8,13,3,6,3,22
2076_2,9,43,49,24,20,10,65,65,59,53,54,54,53,52,14,121,15,49,67,66,42,6,49,68,49,33,23,22,40,34,62,97,55,34,39,76,67,14,28,23,23,24,44,45,25,24,65,22,35,61
2076_3,7,8,6,4,3,3,4,11,9,7,8,12,8,11,2,9,4,7,8,12,3,3,5,6,8,9,4,5,8,9,6,6,1,10,3,8,6,6,2,4,13,6,5,8,7,3,7,1,1,8
2076_1,6,10,3,5,1,4,6,18,4,4,18,8,7,4,1,9,3,5,5,11,4,4,7,4,3,2,0,7,2,9,7,8,5,12,6,3,4,1,2,11,17,9,9,10,4,6,5,2,2,15
2076_6,8,8,7,0,0,2,6,8,6,4,7,8,11,7,2,10,3,10,6,14,4,3,8,3,5,5,2,13,4,4,10,6,2,17,7,7,1,4,3,11,9,8,9,7,3,3,3,1,2,11
1536_4,5,29,64,60,47,9,46,46,45,31,41,32,14,53,8,23,5,48,64,34,54,6,58,46,60,32,10,8,39,18,15,33,46,73,3,77,37,7,21,11,36,129,55,62,117,32,13,16,14,25
2076_4,2,11,6,4,3,4,9,19,7,6,8,15,2,5,2,5,1,8,8,11,1,3,8,3,3,7,6,8,3,9,6,6,6,18,6,13,7,3,3,5,11,7,8,11,5,8,6,5,7,11
2076_5,3,9,5,3,0,4,3,12,5,8,7,8,7,8,5,6,4,9,4,1,6,5,13,3,7,7,3,13,4,10,11,6,5,12,11,6,5,3,2,10,10,5,9,9,9,5,3,2,8,7
1346_5,51,19,8,2,14,57,1,3,11,7,12,21,33,21,21,3,15,6,17,28,6,49,11,5,0,10,13,14,20,6,41,7,6,5,18,2,3,14,13,15,27,4,16,13,3,18,3,14,10,6
1346_4,41,6,1,1,8,50,1,2,0,3,1,9,16,4,5,0,4,0,4,13,2,29,0,1,0,3,7,13,5,4,8,0,1,0,3,0,1,8,7,2,22,8,8,3,0,3,1,7,0,0
1346_6,49,9,8,1,15,57,0,2,15,9,13,30,34,15,20,0,10,8,19,24,12,51,3,8,5,13,11,18,17,4,20,5,9,2,14,0,3,10,14,6,38,10,21,16,3,19,4,2,10,14
1346_1,1,5,5,6,10,7,3,1,9,9,2,10,4,4,0,3,4,6,8,9,10,8,15,3,6,3,2,4,10,3,2,1,5,4,1,8,7,4,10,0,1,8,12,12,1,12,3,1,9,2
1346_3,39,8,1,3,9,73,1,0,0,3,2,3,2,4,5,0,7,0,6,8,1,36,1,1,0,3,2,12,4,5,8,0,1,0,6,0,3,5,5,2,24,8,3,4,0,3,2,4,3,5
1346_2,1,3,1,5,6,7,0,5,4,4,1,4,1,10,0,1,0,4,5,4,4,5,6,2,0,2,0,3,5,1,4,0,2,2,3,4,2,0,2,0,1,11,6,6,0,2,1,4,3,0
1536_2,3,18,31,1,20,49,33,23,18,12,15,18,16,11,11,53,6,40,26,27,9,31,47,44,30,12,12,4,19,8,16,51,44,11,13,44,27,7,20,2,7,8,15,5,6,7,25,13,26,22
1536_3,0,17,26,1,15,50,27,16,12,13,15,17,17,9,3,50,5,31,19,16,14,39,35,28,35,10,8,1,22,3,15,46,28,13,3,31,12,5,18,0,5,2,5,1,11,13,15,6,10,23
1536_1,1,17,41,0,8,83,24,14,8,11,13,27,5,10,11,53,11,31,12,23,7,48,25,30,40,10,7,5,11,7,8,54,26,17,0,22,19,6,18,3,14,1,7,5,7,9,20,4,7,21
844_4,14,5,9,9,11,37,3,1,8,7,3,7,16,9,10,6,19,4,10,5,4,18,3,3,4,7,24,27,8,5,6,3,4,3,24,0,0,18,14,21,4,7,8,3,6,8,4,4,7,0
1604_2,33,3,0,1,0,3,3,1,2,2,20,4,5,2,1,0,0,4,2,2,1,7,5,3,2,2,1,1,2,30,6,0,1,19,0,10,0,0,3,0,87,2,2,0,15,2,1,19,1,39
1972_3,0,0,3,0,4,8,0,1,0,1,0,2,1,4,0,2,0,2,5,2,0,3,0,1,0,2,0,0,2,0,1,2,1,15,0,0,0,0,1,1,2,0,2,0,2,1,0,0,1,0
1604_1,15,11,10,3,3,3,3,4,1,1,6,7,7,3,4,3,4,8,7,9,10,12,5,7,4,4,1,3,10,12,13,5,5,5,12,3,6,4,4,4,17,0,8,6,3,5,4,3,3,10
275_51,5,12,13,0,3,6,7,4,5,5,4,19,13,5,7,7,10,9,8,9,3,14,7,9,7,13,12,18,10,5,19,10,7,5,16,2,7,14,5,17,3,0,11,8,0,13,7,4,8,6
300_4,22,9,8,3,25,10,2,0,2,1,6,21,12,7,4,2,2,8,13,11,3,3,2,6,3,13,5,4,14,4,16,6,6,3,3,4,1,4,13,2,15,3,4,7,5,11,5,8,5,4
1020_18,14,22,7,29,18,43,2,2,7,14,8,13,46,12,11,19,23,5,7,10,16,106,10,10,2,18,18,42,6,5,28,4,14,0,94,9,6,22,14,117,9,17,15,28,8,21,11,11,20,18
1020_19,10,2,4,26,32,24,5,4,9,8,4,9,16,19,17,2,7,8,16,8,8,48,5,6,4,8,14,35,10,2,14,3,5,4,37,7,6,10,3,13,12,29,20,11,11,5,2,8,3,0
18_10,87,33,33,57,37,125,35,67,30,38,15,66,63,68,14,33,35,29,39,58,35,75,32,40,30,59,27,92,37,37,58,34,37,13,62,33,47,32,25,46,84,45,68,65,10,47,36,56,39,34
2148_2,5,28,41,7,4,16,9,3,20,20,17,15,26,7,65,36,62,16,18,7,11,9,9,7,13,22,53,15,23,17,19,11,10,15,35,2,4,61,64,81,15,2,3,7,23,32,0,7,78,12
1020_10,6,15,4,33,18,9,8,2,9,7,3,12,16,6,3,1,15,6,3,8,5,43,2,5,5,9,5,11,4,5,18,4,4,4,31,2,6,11,12,35,14,7,3,5,8,9,9,7,4,3
1020_11,11,7,2,33,17,16,4,0,7,6,4,2,20,8,2,8,14,8,6,7,5,53,6,9,9,8,6,15,6,7,15,3,4,11,32,3,9,17,5,46,20,13,6,8,8,7,4,21,7,2
1020_12,7,13,7,22,28,29,8,3,5,14,6,14,32,9,2,7,17,5,18,17,6,53,10,16,7,16,6,27,12,6,28,6,13,1,56,4,13,11,9,65,17,7,10,8,8,13,10,2,13,5
1020_13,28,15,10,26,35,28,10,8,14,11,10,12,33,13,2,6,20,10,13,18,5,53,8,15,6,23,8,27,10,3,32,7,14,4,80,1,8,18,12,61,28,6,12,9,6,22,17,8,7,5
1020_14,6,18,9,22,23,34,7,9,14,12,5,15,47,10,7,8,21,6,7,21,10,71,4,16,6,8,7,24,10,3,35,9,12,3,73,2,14,22,15,53,14,5,7,11,8,9,12,7,5,10
1020_15,15,15,11,27,28,34,4,8,11,12,2,15,36,13,11,10,24,6,8,19,8,87,8,12,6,13,15,33,9,0,37,9,8,4,87,3,11,24,15,107,15,10,18,14,15,14,9,10,26,10
1020_16,8,17,11,31,21,31,3,9,17,11,7,10,24,10,6,9,18,13,6,20,11,89,10,10,8,12,8,39,14,2,28,7,11,3,75,6,7,26,17,125,14,14,18,19,13,12,11,10,32,17
1020_17,10,14,5,28,16,42,7,3,11,15,4,8,32,13,11,6,16,7,8,17,12,108,5,7,6,21,12,35,9,2,29,5,6,6,86,16,6,23,21,112,17,23,19,29,22,25,11,11,15,14
2239_4,8,45,67,15,48,16,121,83,95,112,54,56,58,77,20,101,19,114,134,50,71,26,118,108,76,79,34,32,103,9,51,79,110,76,78,83,101,21,61,12,22,22,69,38,61,67,100,23,93,32
423_4,35,3,0,9,2,6,2,7,3,0,3,0,2,1,0,0,1,5,5,2,3,2,0,1,3,1,0,1,1,4,0,0,1,1,0,0,1,0,0,0,7,18,5,0,4,2,3,2,0,9
2239_1,26,82,94,20,35,33,79,87,100,117,52,65,96,90,39,79,39,66,139,59,80,30,64,117,80,93,57,62,108,25,103,78,120,32,99,46,111,50,65,29,63,8,83,28,57,103,117,52,86,35
193_5,50,74,48,4,1,18,12,33,17,23,67,44,22,16,13,23,24,25,12,37,13,12,22,20,23,26,28,12,17,63,27,34,10,30,8,30,24,25,23,24,67,8,21,12,16,30,23,60,40,51
193_4,42,52,21,18,4,23,6,23,15,13,60,23,22,9,16,8,15,10,3,34,2,29,15,3,7,19,20,8,7,47,11,18,0,23,6,6,5,16,12,14,75,18,10,9,16,20,14,52,37,55
193_6,54,52,24,13,4,33,4,19,12,14,61,35,15,9,8,8,13,10,5,19,3,14,7,2,8,13,19,9,8,42,23,9,2,10,5,3,7,15,18,19,73,11,13,13,13,15,6,35,42,55
193_1,39,41,24,19,1,30,9,18,13,10,41,27,14,11,10,11,17,9,2,24,4,38,8,4,9,16,20,9,3,47,15,8,1,27,9,3,7,19,11,10,72,20,14,24,15,11,7,34,32,51
193_3,47,44,15,20,0,22,8,23,9,9,49,28,18,14,12,8,14,5,2,20,7,36,8,0,9,15,20,8,3,53,16,7,1,26,7,2,8,13,20,7,74,14,18,23,25,9,11,33,32,55
193_2,40,73,40,3,3,14,18,38,20,18,90,39,28,13,14,44,21,25,12,37,16,6,25,20,11,25,25,14,16,40,24,32,14,24,22,29,23,24,22,28,52,7,13,14,30,19,27,31,34,66
1768_2,3,1,1,2,2,4,0,0,1,6,1,2,1,4,0,0,4,1,8,4,4,1,2,3,0,8,1,5,8,2,4,1,2,0,3,2,0,3,1,0,1,0,6,2,1,9,6,0,1,1
1071_3,64,21,13,42,20,83,3,18,1,1,4,3,2,7,3,3,2,2,4,5,2,89,3,6,3,1,1,22,3,13,2,12,8,3,5,4,1,2,3,6,66,0,5,2,14,5,4,18,0,1
1252_1,64,36,55,13,0,9,8,11,22,20,35,42,20,10,16,7,32,4,7,32,5,8,7,6,5,25,36,8,13,40,16,11,11,9,10,5,6,33,43,18,41,5,10,19,22,35,4,29,53,60
540_1,21,13,26,60,39,43,25,32,21,8,11,12,16,23,11,43,8,21,32,18,31,70,28,30,21,15,10,28,23,65,25,53,27,28,25,50,12,12,15,13,21,88,25,54,28,21,18,74,14,17
896_5,2,10,13,9,8,9,7,9,11,4,12,8,6,9,4,5,4,9,9,21,13,17,11,5,6,9,1,8,11,12,8,5,5,4,12,5,11,5,3,10,5,12,17,14,5,7,11,10,8,11
896_4,21,7,7,67,16,35,1,6,7,5,5,8,16,6,5,6,0,4,13,7,4,15,3,6,6,4,4,16,7,43,10,4,3,1,4,2,7,1,6,2,53,72,10,6,4,5,5,5,8,0
896_7,63,14,52,40,19,44,41,39,21,26,12,16,16,27,9,104,14,31,21,24,21,71,29,33,37,20,4,50,22,40,9,90,38,23,36,57,16,13,24,30,5,40,24,37,32,20,22,9,30,13
896_6,0,6,20,3,4,6,13,7,8,10,9,8,4,8,3,4,2,14,7,11,2,4,5,9,13,6,2,3,7,1,4,6,11,4,3,9,8,4,4,7,2,2,12,9,1,5,2,2,5,3
896_1,10,0,2,2,0,2,2,0,0,0,0,3,2,0,3,0,0,0,0,4,2,3,0,0,2,2,2,4,0,0,2,0,1,0,6,0,2,1,2,2,4,0,0,3,0,1,2,3,2,0
896_3,17,9,4,44,53,43,7,10,13,13,5,2,9,9,6,6,0,15,15,5,16,28,19,16,10,8,7,32,19,31,12,3,21,11,5,15,10,2,9,1,33,49,11,10,12,5,11,2,9,3
466_1,13,55,31,25,4,30,17,32,24,21,49,51,32,20,26,31,44,47,24,45,21,49,36,6,22,30,19,16,25,27,36,28,8,17,14,50,23,34,23,25,22,30,18,31,8,35,17,29,36,48
466_2,28,58,38,30,2,19,15,49,25,23,57,57,36,20,22,34,23,25,24,64,26,26,39,16,22,25,20,18,24,48,45,25,9,53,10,32,23,32,22,15,35,24,32,37,12,29,24,39,35,63
67_4,20,13,13,12,7,18,12,15,7,4,14,12,25,4,8,6,9,14,8,23,8,5,9,11,8,10,7,13,11,15,28,7,12,16,21,5,9,11,10,6,35,12,12,5,3,8,11,19,12,14
67_5,13,19,11,21,6,14,7,13,10,12,14,24,21,13,5,7,6,12,10,21,8,4,21,16,7,19,9,7,15,12,37,9,14,13,13,8,16,15,13,5,39,8,6,5,13,10,15,17,17,19
67_6,34,11,4,4,0,1,5,4,5,2,14,17,15,4,1,5,4,4,4,10,0,2,4,6,1,3,3,3,0,16,9,5,0,11,5,2,3,12,1,4,38,1,2,3,8,9,2,6,13,20
67_7,7,10,7,4,1,3,10,7,13,9,13,5,3,6,10,3,6,7,4,6,2,7,5,10,8,7,7,17,6,6,8,1,9,8,12,4,3,3,8,10,1,3,6,5,9,7,12,7,7,6
67_1,7,19,47,1,22,83,22,36,16,18,12,26,21,21,3,81,14,41,39,24,8,23,40,43,39,19,12,17,31,12,31,73,47,21,18,76,13,16,15,7,39,0,16,14,10,27,25,7,29,25
67_2,13,5,1,3,1,4,6,3,4,4,6,3,5,2,0,1,2,7,2,1,1,6,5,6,4,3,8,3,2,2,2,0,3,12,2,3,3,3,8,2,29,0,4,0,5,2,2,3,8,2
67_3,11,6,5,11,5,5,7,9,5,5,5,8,13,8,3,4,3,7,7,9,1,2,7,6,7,3,8,7,5,8,7,7,6,12,6,6,7,6,6,8,41,0,6,3,6,5,2,8,8,14
1682_1,3,1,0,0,0,1,1,1,6,4,0,1,0,4,0,0,0,0,0,1,2,6,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,1,1,1,6,2,0,1,0,2,0,2
1682_2,2,0,1,3,0,2,0,1,0,0,0,0,2,4,0,0,0,0,0,1,1,0,2,0,0,2,0,3,2,0,0,0,2,2,1,0,1,1,0,0,0,4,4,0,2,0,0,3,1,0
1682_3,8,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,3,1,0,0,0,0,2,0,1,1,1,1,0,1,3,0,1,0,0,0,0
67_8,10,1,9,0,3,5,4,1,10,6,10,8,2,7,1,2,5,5,5,4,3,6,5,1,4,3,8,5,1,5,10,2,2,2,5,2,4,8,1,3,10,5,4,3,16,7,5,2,4,0
67_9,4,3,6,2,4,4,2,0,4,2,6,1,10,4,3,2,5,3,3,6,4,5,1,3,3,3,4,12,4,7,3,4,1,1,9,3,4,6,3,23,5,9,7,9,19,3,1,0,4,0
466_5,36,15,5,48,35,37,24,12,18,10,19,13,22,13,2,4,4,11,24,7,22,49,11,12,20,4,7,20,21,11,12,5,9,21,11,14,15,6,15,6,51,37,13,14,43,8,9,14,9,12
466_6,37,9,4,29,26,36,15,14,6,14,10,8,18,16,5,7,1,11,11,8,15,39,12,19,17,14,1,29,22,8,21,5,13,11,12,17,9,2,9,10,50,19,14,11,31,7,10,29,10,7
655_2,25,12,8,8,9,18,9,11,7,5,23,14,13,16,3,6,11,6,5,15,12,20,7,3,6,5,0,24,6,19,17,4,7,5,11,7,2,10,7,5,44,10,17,8,23,8,3,4,7,19
1544_1,36,9,19,36,14,72,9,7,15,11,17,7,4,9,46,6,19,14,21,12,8,35,12,13,13,19,39,36,12,32,8,4,12,13,35,18,3,22,14,11,19,50,8,6,11,20,8,4,42,13
298_4,59,11,13,4,16,20,1,3,5,2,18,30,10,11,5,2,12,4,9,25,7,24,3,7,2,17,9,6,13,4,9,4,7,1,4,4,6,12,9,7,18,13,13,32,2,10,1,22,9,3
1544_3,47,12,34,31,27,43,16,5,21,23,20,10,13,5,33,10,24,15,18,12,14,28,14,10,13,21,46,22,12,28,5,10,12,10,21,29,7,26,18,4,26,45,6,6,14,18,4,4,43,22
1544_2,56,14,27,29,23,48,12,11,13,13,23,5,6,8,35,2,19,13,16,7,9,25,23,16,10,15,41,35,13,27,9,1,7,10,30,32,4,24,14,4,31,50,12,8,14,22,9,8,36,21
1544_5,13,6,16,17,19,17,6,4,13,16,9,6,5,12,30,2,15,5,23,5,11,12,4,3,6,14,33,31,20,13,10,0,6,0,30,4,9,16,6,3,26,19,9,11,6,14,4,2,31,11
1544_4,40,16,38,36,30,44,12,3,19,16,17,8,9,12,46,4,19,13,17,6,11,24,13,4,14,19,42,29,20,26,11,8,16,12,25,16,8,24,19,4,33,44,8,9,16,20,8,7,30,17
298_3,15,2,10,2,8,7,0,2,2,6,4,21,11,10,3,5,5,2,8,18,6,8,4,4,1,9,6,3,10,3,6,3,5,0,3,2,4,7,5,0,2,2,9,7,0,3,3,17,2,1
1544_6,14,12,27,7,19,22,4,5,25,14,15,6,2,7,44,0,24,7,19,6,15,11,7,4,8,23,43,29,13,19,7,7,5,2,28,8,8,24,15,3,31,33,9,5,15,16,5,4,36,15
683_7,9,1,4,2,3,3,2,3,7,6,2,5,10,5,1,3,2,4,2,3,3,7,4,2,6,1,2,2,2,1,6,1,4,33,1,4,0,2,5,2,2,4,3,8,11,5,5,9,3,6
668_1,2,6,11,6,5,5,10,8,15,11,7,9,15,13,4,4,10,9,5,10,4,30,9,10,9,9,3,30,9,5,14,11,7,11,28,2,13,6,13,17,5,5,10,5,13,8,10,2,12,3
668_2,1,1,2,4,2,5,9,2,5,3,5,2,4,7,3,5,3,5,7,3,1,26,6,4,7,6,2,18,8,3,9,1,6,5,13,5,4,4,2,14,4,2,7,1,12,13,2,1,3,3
2221_1,0,0,0,0,5,1,0,2,2,1,2,1,3,3,0,0,0,2,7,4,1,0,5,3,0,3,0,1,3,0,2,0,0,6,0,1,1,1,1,7,0,3,4,7,8,3,0,0,0,0
323_301,31,1,15,0,0,0,3,0,0,1,1,22,12,0,6,4,17,1,0,13,1,0,0,3,0,6,2,1,3,1,6,11,3,0,21,0,2,11,4,89,5,0,1,3,0,5,3,5,2,4
323_300,34,4,5,0,0,1,2,0,0,1,1,10,6,1,3,1,10,0,0,17,0,2,0,3,0,2,1,2,2,2,7,6,2,0,20,0,2,16,4,82,7,0,1,1,0,5,2,3,3,7
1645_3,4,0,2,2,1,3,3,5,3,13,2,3,10,5,3,5,8,5,5,9,0,2,5,7,2,21,3,9,8,2,7,1,6,5,16,1,7,8,10,26,15,1,5,4,0,13,3,6,4,1
1645_2,0,3,0,0,2,0,0,0,1,3,0,0,3,1,0,0,0,3,2,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,2,5,0,1,0,0,1,0
1645_1,17,2,1,4,3,7,0,4,0,0,0,7,7,2,2,0,0,4,4,9,0,3,1,0,0,2,0,1,3,12,2,0,1,5,0,0,5,0,0,0,8,4,4,4,3,0,3,16,0,0
2133_5,0,0,2,0,3,3,0,0,0,0,0,1,3,5,0,0,2,0,0,1,1,6,1,0,0,2,1,4,2,0,3,0,0,0,3,0,1,3,0,0,1,1,7,0,0,4,2,0,0,0
1531_2,3,8,58,4,22,92,34,39,18,23,4,16,11,10,3,110,8,33,25,16,11,35,34,37,27,13,10,21,18,2,11,84,22,8,15,64,15,4,21,9,66,3,13,16,3,13,16,3,24,7
2229_4,3,4,9,1,7,3,9,4,5,6,6,4,4,2,11,19,14,5,6,6,3,16,9,11,4,5,11,2,7,2,1,13,5,8,4,30,5,15,16,6,0,6,5,7,1,9,5,0,7,12
293_2,49,12,12,20,45,13,32,7,11,13,22,14,20,14,75,21,20,27,19,16,10,26,26,24,30,17,11,19,11,53,18,19,21,31,18,34,10,25,13,11,18,63,7,10,25,18,9,8,21,16
2178_1,0,0,1,2,5,5,2,1,0,1,0,0,0,0,0,1,0,5,3,1,0,0,6,4,2,4,0,5,2,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,2,2,3,0,2,0
