,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1208_4,15,28,30,5,21,40,33,14,18,20,21,37,35,14,13,28,11,16,28,39,21,27,17,26,16,18,8,20,16,15,40,71,24,8,7,34,27,12,15,41,10,7,13,21,10,9,25,10,11,17
1208_5,3,19,4,9,0,8,5,9,8,7,15,19,14,8,2,4,3,3,5,24,11,8,5,7,7,10,5,13,12,22,12,7,8,2,7,5,13,1,6,7,9,9,8,5,3,6,10,7,5,7
607_9,16,11,8,10,4,12,9,15,9,4,18,10,21,4,5,6,11,11,1,11,4,13,6,2,5,6,0,7,6,42,27,10,4,8,23,2,4,13,4,43,26,29,5,12,59,7,5,8,4,19
607_8,12,0,0,3,2,31,3,2,5,2,3,1,5,7,0,1,2,1,1,2,3,49,2,2,6,4,0,15,1,39,1,0,1,11,4,2,4,1,1,14,6,9,7,11,11,3,4,0,3,35
1208_8,14,9,4,2,3,1,6,3,0,0,4,8,8,2,3,3,0,5,5,7,3,1,10,3,3,4,2,2,6,5,6,6,4,12,3,8,11,0,2,7,1,0,3,0,3,1,4,6,2,4
1208_9,18,32,33,12,13,73,28,28,13,13,30,22,31,15,4,34,12,22,20,14,22,41,35,29,32,12,5,14,21,15,20,23,24,29,15,19,25,11,19,16,25,15,15,21,15,12,21,29,18,29
794_4,42,48,18,46,6,34,30,27,12,9,61,25,34,15,4,10,9,22,11,34,27,48,17,18,25,23,1,14,13,34,32,15,14,55,16,7,21,6,8,13,29,55,13,32,45,13,23,49,11,67
627_3,2,0,0,2,1,10,3,1,0,2,0,1,2,0,0,0,0,1,4,0,3,1,2,7,6,0,0,0,3,0,0,0,1,1,0,1,2,0,0,0,0,0,2,6,2,0,0,0,0,0
209_3,0,6,10,4,0,12,4,6,3,1,4,6,4,1,3,1,5,5,1,6,4,5,2,2,6,7,9,5,4,10,11,5,1,1,5,3,4,3,6,12,10,3,4,2,0,1,4,4,6,7
1224_1,17,26,6,13,2,18,5,5,6,7,19,7,7,7,2,1,8,7,4,9,11,92,5,7,7,8,27,5,3,20,8,1,2,10,12,4,2,6,23,19,13,2,8,8,11,12,3,14,8,16
627_1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0
330_1,7,6,11,0,0,1,3,1,2,0,3,10,3,3,24,0,24,4,4,10,0,0,5,4,1,9,28,1,6,1,1,18,2,1,1,1,4,22,15,3,7,1,2,1,1,10,1,1,1,4
330_6,0,0,2,0,1,0,1,0,1,4,0,2,0,4,2,0,4,0,0,2,1,5,1,1,1,0,2,2,4,1,3,2,1,1,0,5,0,5,3,0,0,0,3,1,0,1,2,0,3,0
330_7,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,4,0,0,0,1,0,0
209_2,0,0,5,1,3,1,1,1,1,0,1,0,0,0,0,0,0,1,3,1,2,2,0,4,0,1,2,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,2,8,1,0,0,0,1,0
330_4,68,43,38,35,7,35,12,27,15,16,43,57,39,19,56,2,62,20,18,55,22,52,23,8,12,57,62,14,13,64,34,12,8,18,15,1,23,66,35,21,63,12,20,25,21,55,21,59,39,78
627_4,49,141,9,54,28,99,8,24,12,11,38,21,28,20,15,7,12,23,33,28,20,94,26,17,7,17,17,14,54,71,19,4,9,19,12,3,7,19,23,8,154,64,24,24,11,20,12,62,8,45
297_3,3,14,9,9,39,24,9,9,12,16,4,25,16,13,7,5,9,23,34,28,18,13,19,16,18,16,7,11,20,7,19,6,14,12,8,9,17,13,9,4,8,11,21,14,13,24,6,16,10,5
1027_1,9,16,20,17,9,28,10,20,10,15,14,13,16,11,22,21,18,18,12,19,9,43,11,14,6,24,35,26,9,16,21,16,5,12,21,18,5,25,32,22,23,38,10,14,24,31,9,11,38,29
361_5,19,19,28,14,17,24,33,39,31,36,31,58,54,31,14,21,25,35,30,50,28,26,54,25,28,33,6,34,21,37,49,28,22,41,39,16,25,24,12,26,22,7,29,19,24,42,35,25,30,43
1027_3,6,19,26,28,13,44,13,17,16,7,21,27,17,16,14,11,12,15,18,25,9,27,13,8,16,18,30,25,16,19,13,27,8,10,28,6,11,23,21,24,38,37,11,17,16,20,13,22,45,30
1257_5,10,6,4,8,0,1,2,3,5,2,3,15,13,4,1,1,1,1,0,8,5,1,1,2,2,1,2,0,3,22,13,1,1,0,1,0,3,3,3,2,32,6,3,5,13,2,3,16,1,22
1027_5,9,17,22,24,23,56,11,20,17,19,19,16,13,6,19,13,19,10,13,20,14,38,15,14,9,17,32,20,16,19,9,17,9,17,24,24,10,23,21,19,34,18,7,14,14,18,9,17,43,34
1257_3,7,10,0,15,1,1,0,4,0,1,3,5,6,4,0,0,1,2,2,3,3,9,2,2,1,3,0,1,3,17,2,0,2,4,0,0,3,0,1,5,10,9,2,5,11,2,2,15,3,14
1027_7,5,22,22,26,16,26,9,18,14,15,26,12,9,11,18,14,19,11,22,13,5,35,9,18,13,21,31,37,15,12,8,17,2,7,17,11,10,24,20,15,30,16,16,21,17,15,7,13,42,23
1525_1,10,3,28,17,33,106,29,44,15,16,13,20,19,18,10,36,6,24,35,15,10,34,26,29,24,12,8,20,30,3,18,45,21,7,6,66,20,9,13,8,22,19,15,7,9,14,23,5,14,4
1027_9,8,13,18,21,14,40,13,34,19,24,18,19,11,14,21,13,15,13,22,22,10,45,18,7,14,21,30,34,14,12,14,18,10,20,18,13,15,17,29,25,19,16,10,15,16,15,17,14,29,15
130_1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,6,0,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
130_2,0,0,4,0,4,0,0,1,3,0,0,4,0,3,1,0,0,0,1,1,2,7,2,1,0,0,0,2,2,0,0,0,2,0,1,2,0,0,1,0,0,2,5,2,0,2,0,0,0,0
130_3,0,1,0,1,6,0,0,0,1,1,1,0,2,5,1,0,0,0,0,0,1,12,0,1,1,4,0,0,1,1,0,0,2,0,0,1,2,0,0,0,0,0,4,2,0,0,1,0,1,0
130_4,0,0,0,0,0,0,0,0,1,2,0,1,1,4,0,0,1,1,2,7,0,4,0,1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,8,1,0,3,0,0,0,0
130_5,0,0,0,1,0,0,0,0,1,0,0,3,1,4,0,1,1,0,0,6,1,10,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,2,1,0,3,0,0,1,0
130_6,1,2,2,4,0,0,0,0,1,0,0,3,0,2,0,0,2,2,1,4,1,9,1,0,1,2,0,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,4,4,1,3,2,2,1,0
130_7,0,0,0,0,1,1,0,0,4,2,0,3,0,5,2,0,0,1,1,2,0,9,0,1,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,3,1,0,4,1,0,0,0
2235_3,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,6,1,1,0,0,0,7,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2235_2,3,0,1,4,2,4,3,0,0,1,1,1,0,3,1,1,0,5,3,1,4,12,5,3,2,2,0,2,2,1,0,0,1,1,0,11,0,0,0,0,4,7,1,7,0,2,2,2,0,3
2235_1,2,2,0,0,2,2,4,0,2,2,0,2,0,6,2,1,0,7,5,0,6,15,1,0,2,2,0,4,4,0,3,0,0,4,0,8,0,0,0,1,2,4,5,6,2,4,0,1,0,3
792_5,27,9,4,2,5,4,4,1,5,6,4,17,1,8,9,0,11,8,3,13,3,52,6,1,2,14,9,7,7,4,4,3,0,12,2,3,3,12,2,2,2,1,14,20,2,12,3,7,6,9
427_5,24,3,2,0,0,4,1,0,1,0,6,6,2,1,4,6,19,2,4,5,1,8,2,7,4,4,17,1,10,2,3,4,3,1,8,2,0,17,17,2,9,1,1,1,2,9,2,0,7,2
427_4,2,5,2,1,3,6,0,1,0,0,0,1,2,0,4,0,3,2,5,1,0,7,4,4,0,3,11,2,5,5,3,1,2,2,4,0,3,3,5,5,10,3,1,4,0,7,1,2,0,1
1396_4,58,28,16,8,31,171,24,31,8,9,38,39,35,11,4,32,8,20,23,38,9,153,12,19,17,8,5,6,21,20,31,35,19,13,8,33,10,13,11,6,77,21,9,8,17,7,14,8,7,26
717_4,32,45,29,10,67,28,29,16,10,25,26,20,33,21,30,25,94,31,27,12,4,48,32,21,15,30,35,20,36,16,35,35,16,7,22,45,5,96,50,7,45,3,15,6,6,30,7,2,25,15
717_3,8,48,35,23,25,49,32,19,16,23,33,17,20,33,43,35,74,27,30,14,17,127,35,15,21,27,35,40,27,23,30,63,16,35,50,19,23,62,50,51,14,12,44,36,19,28,15,11,21,35
1396_3,3,2,2,34,39,32,13,6,10,6,5,9,13,8,3,7,5,16,17,4,7,77,14,10,6,10,2,41,6,3,14,4,7,6,34,17,2,2,13,5,9,27,9,10,5,6,7,8,9,3
427_3,4,0,1,3,8,16,0,2,3,0,2,0,2,1,3,0,2,0,7,1,0,8,1,1,1,0,2,3,5,2,1,0,0,0,3,0,0,1,2,4,9,1,1,1,0,1,1,0,0,0
1396_1,14,11,2,3,13,5,4,3,3,2,11,15,20,7,3,3,8,10,6,12,3,12,11,8,7,2,4,9,10,8,24,4,8,3,2,4,5,5,7,4,44,5,6,3,7,3,3,15,1,7
743_4,50,22,23,9,1,10,7,15,10,13,25,28,24,13,23,23,36,10,19,44,18,9,12,11,4,22,60,11,16,27,32,9,8,11,7,4,11,28,40,24,10,1,11,22,1,26,15,22,25,24
976_8,13,4,9,23,30,40,18,21,17,18,16,19,27,22,9,2,8,30,27,20,22,29,21,27,17,15,1,42,27,6,17,12,33,21,36,16,15,8,17,22,34,19,26,16,38,20,20,20,13,13
976_9,20,23,15,28,54,61,37,33,39,41,36,33,38,36,5,18,11,24,42,29,19,35,44,42,23,28,12,45,51,14,45,14,40,16,47,15,29,9,18,17,45,15,30,26,28,33,29,21,32,18
976_6,53,8,4,12,5,16,6,16,11,7,10,6,4,15,1,10,3,12,15,4,15,14,12,14,9,8,4,29,7,5,5,6,7,11,27,4,12,4,4,16,7,8,17,8,20,8,17,1,15,4
976_7,49,7,4,5,6,20,8,17,11,13,12,2,10,12,0,1,1,10,11,7,8,6,7,11,7,13,3,38,13,8,11,2,10,8,20,6,17,6,5,5,9,10,9,6,15,12,15,2,8,9
976_4,58,7,5,37,14,38,17,26,9,12,6,8,8,9,5,5,9,6,20,12,8,19,6,16,15,9,4,29,14,6,2,6,16,3,17,12,17,3,6,6,5,40,18,11,4,2,14,8,4,2
976_5,54,20,6,34,7,52,16,15,11,8,13,7,11,10,4,5,1,14,10,11,10,10,11,20,7,11,6,28,5,10,5,2,19,8,13,5,13,3,4,4,11,12,14,8,11,7,11,4,2,2
976_2,8,3,2,7,14,48,3,5,10,6,3,4,3,12,3,1,14,6,15,6,9,23,12,7,5,6,6,14,18,3,5,1,9,6,3,1,8,11,6,6,7,20,16,7,4,5,3,2,3,4
976_3,75,10,6,44,6,26,13,19,10,14,9,7,15,11,5,1,6,2,10,6,14,17,7,10,18,8,5,32,10,11,10,2,8,6,18,3,20,5,11,13,17,54,3,10,10,8,19,11,5,1
976_1,4,6,3,2,17,13,2,7,7,7,10,7,7,10,5,3,10,3,13,4,8,9,2,17,4,9,9,2,12,3,8,5,10,6,6,1,4,6,11,4,11,2,7,8,1,13,1,3,11,5
1790_1,1,7,4,8,12,20,6,15,6,4,5,12,5,17,2,3,4,9,17,13,5,11,8,13,4,12,4,3,22,5,6,5,12,5,1,4,12,6,5,0,6,8,13,7,6,6,7,10,9,3
1790_2,8,5,17,6,6,5,2,5,4,8,2,6,9,4,3,6,2,4,9,8,7,9,6,4,5,7,9,1,5,3,5,3,6,2,0,2,1,7,10,0,6,5,4,4,5,10,3,3,5,1
888_4,4,0,0,0,0,0,0,0,2,0,0,3,0,9,0,0,1,0,2,5,2,10,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,3,2,0,0,1
505_6,2,5,3,14,4,15,5,11,6,1,7,2,10,6,3,10,2,6,11,6,6,6,8,5,4,10,3,8,11,6,12,3,7,8,16,5,16,0,4,8,4,7,9,0,5,6,8,4,4,13
323_87,5,38,3,36,13,24,26,13,15,8,28,4,5,21,0,19,2,31,12,4,23,60,24,11,26,5,3,5,7,9,4,9,10,153,1,75,7,4,3,1,3,44,10,30,65,3,5,3,1,33
323_86,7,37,6,59,20,27,36,19,17,18,36,5,4,11,3,11,2,28,12,4,20,72,25,12,38,6,1,9,5,19,3,9,6,169,1,63,6,1,3,0,2,50,27,43,102,4,7,7,5,48
2167_2,2,2,7,7,2,15,0,1,2,4,0,7,6,4,4,1,4,2,6,4,2,7,1,1,1,3,6,14,7,1,9,2,2,2,5,0,1,3,7,6,1,6,4,3,1,5,4,3,3,0
1073_6,0,3,6,4,2,18,2,6,6,7,0,3,6,5,1,1,6,3,4,6,8,16,4,6,2,6,3,13,3,3,10,2,5,12,6,1,8,4,2,7,3,2,6,6,1,1,6,5,3,3
137_9,68,32,51,13,10,54,22,24,29,36,20,49,49,25,42,21,36,26,33,38,19,57,26,25,22,52,19,34,41,21,65,27,23,8,67,26,23,31,40,27,43,14,29,27,1,54,25,32,60,16
137_8,62,32,69,19,6,44,20,21,24,35,20,47,35,33,35,17,33,22,28,41,21,50,19,25,14,49,21,28,29,13,49,30,26,7,54,17,33,38,28,12,41,13,37,23,8,47,26,33,47,20
184_1,4,1,2,14,4,13,3,5,4,4,5,8,7,1,1,3,4,2,3,5,5,14,6,4,1,6,5,1,4,8,2,1,4,2,1,2,4,7,3,0,3,17,4,10,2,12,3,6,1,0
323_81,18,113,16,51,27,38,70,27,44,27,106,22,20,22,3,40,5,58,16,24,63,84,55,22,88,20,6,8,20,44,21,23,22,259,3,91,21,8,13,2,15,80,52,77,226,22,15,29,24,136
184_3,0,5,2,0,6,0,68,1,2,2,9,2,0,0,0,19,2,11,9,2,0,0,9,35,78,5,0,1,5,8,2,8,18,30,0,54,5,3,4,0,0,0,1,1,69,8,7,1,9,31
184_2,1,5,4,7,9,8,3,5,2,8,4,3,3,6,2,3,7,5,9,13,8,11,5,0,3,4,6,3,2,5,2,1,4,3,2,1,8,5,7,1,2,14,7,5,1,5,1,4,9,4
137_3,75,30,26,5,1,23,8,5,9,14,11,23,25,9,21,13,36,10,13,18,1,20,8,11,8,29,25,18,16,26,27,10,11,3,39,2,3,39,31,15,101,1,13,11,6,29,4,32,48,21
137_2,13,20,51,3,5,16,12,8,29,30,20,45,32,21,62,36,41,16,34,45,18,10,17,28,15,32,49,22,35,13,27,15,23,6,36,18,17,30,39,22,6,2,37,29,3,30,18,22,27,23
137_1,23,29,56,18,14,30,27,35,44,43,37,52,48,34,65,31,43,24,53,59,26,12,37,33,21,54,51,32,52,23,59,42,36,6,42,28,38,42,40,16,41,7,36,33,6,46,32,33,43,25
323_80,37,96,31,60,33,54,78,27,34,23,88,28,22,24,3,40,9,59,25,22,63,96,60,25,73,14,4,14,26,48,17,21,30,213,1,105,18,10,24,1,23,84,42,100,256,19,18,30,29,124
137_7,93,24,32,27,2,24,9,16,9,14,28,34,31,18,28,11,29,15,15,24,10,11,5,10,6,40,19,30,22,32,30,8,7,3,40,3,9,36,35,13,99,12,21,18,11,49,17,59,38,31
137_6,67,23,41,10,5,24,6,15,12,12,20,38,29,12,26,10,35,10,27,39,9,27,14,11,8,38,29,18,24,32,34,21,7,4,50,4,11,42,25,16,68,7,19,10,11,41,9,37,42,29
137_5,52,28,34,12,1,17,6,11,11,16,27,48,25,16,30,12,38,12,21,43,11,12,6,10,11,44,40,19,28,43,31,11,9,5,52,3,10,37,41,22,65,14,15,33,9,39,10,36,57,21
137_4,69,26,26,8,0,15,1,1,5,10,18,37,23,7,22,6,23,7,16,37,3,11,5,7,4,39,28,20,19,40,29,7,5,3,40,5,2,32,29,13,54,12,12,22,9,31,6,25,42,17
722_9,1,0,4,1,0,1,0,0,2,0,0,3,3,9,0,0,5,0,1,2,3,5,0,0,0,8,1,5,1,0,0,2,2,0,3,0,0,0,0,7,1,1,5,10,0,7,0,1,2,1
722_8,42,26,9,8,1,3,1,7,3,4,25,6,3,7,3,0,5,3,5,9,2,12,2,2,2,8,8,4,5,17,3,1,1,3,8,0,4,3,6,10,24,10,16,13,4,8,3,26,1,23
1835_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
722_3,0,6,3,4,4,7,5,6,10,7,10,3,4,23,4,0,19,7,4,2,9,11,7,3,4,11,12,24,29,0,1,2,2,4,3,0,5,22,24,1,3,4,21,11,2,14,1,2,10,4
722_2,0,2,2,2,0,3,1,1,1,2,0,0,0,2,0,0,0,1,2,0,1,4,0,0,0,2,0,2,0,0,1,0,1,2,0,3,0,2,3,0,0,4,2,4,0,2,1,2,3,1
722_1,5,5,5,0,2,2,0,3,5,1,6,10,1,11,5,2,2,3,3,7,10,4,3,3,0,2,6,27,7,1,4,0,2,1,8,4,3,1,3,5,1,6,5,5,0,3,1,4,3,0
722_7,2,0,1,4,1,0,0,0,2,1,2,1,2,4,4,0,1,0,1,6,2,4,0,3,0,2,2,4,3,1,1,0,0,0,3,0,2,2,4,6,0,1,8,1,0,5,1,1,1,0
722_6,4,3,1,2,4,5,1,2,0,1,2,5,0,4,6,0,3,1,1,4,1,9,0,0,0,5,2,1,4,0,2,0,0,1,6,0,1,3,3,4,3,3,7,1,1,7,2,5,0,1
722_5,3,8,2,2,7,1,1,2,2,3,8,10,2,3,1,2,9,2,5,10,5,6,3,2,2,1,2,0,5,5,4,2,0,1,2,3,0,9,2,8,2,7,12,9,10,4,4,9,0,4
722_4,3,7,1,3,0,4,0,0,1,1,3,9,5,7,1,0,12,0,7,7,3,5,0,1,0,4,6,2,7,3,6,3,2,0,1,3,0,7,3,3,0,1,7,8,0,2,1,5,1,3
832_5,12,18,8,11,28,24,16,9,19,21,13,5,10,14,8,8,8,11,14,5,29,40,9,9,18,6,11,8,6,9,12,2,8,19,6,9,5,9,17,3,12,20,6,21,57,4,8,10,15,10
832_4,5,23,9,23,40,18,13,5,18,17,20,9,11,11,7,4,7,16,10,7,20,43,10,9,25,17,12,4,11,8,13,2,19,29,3,34,3,9,17,9,4,21,8,26,54,10,3,9,15,18
1743_4,4,1,16,0,6,4,3,3,10,20,2,20,15,14,12,5,7,4,12,16,6,2,8,10,3,33,12,13,14,0,7,3,12,0,19,1,2,7,12,14,0,3,12,9,0,28,5,4,7,1
832_3,9,14,8,15,33,14,15,5,30,23,22,9,15,6,12,13,7,13,9,10,15,35,13,18,14,7,5,2,9,12,21,3,7,21,5,20,9,9,18,0,12,19,4,18,63,8,7,23,29,14
1743_6,7,1,2,4,8,2,0,0,3,4,7,8,11,2,8,0,7,3,3,4,4,0,6,0,0,3,3,3,3,0,7,1,2,0,2,1,1,6,4,5,14,0,10,2,1,5,4,0,1,1
1743_7,1,0,10,3,3,5,2,4,5,6,2,9,2,6,4,1,3,4,6,6,6,1,5,3,2,10,6,2,4,0,2,3,4,1,0,1,4,6,5,1,3,3,4,4,0,5,3,0,6,0
1743_1,19,3,13,5,8,3,5,7,14,14,5,10,15,13,7,6,2,8,20,9,10,3,11,9,1,10,4,7,18,4,17,3,6,1,7,1,5,6,9,9,21,2,18,16,1,7,4,2,9,4
1743_2,8,0,15,2,10,15,4,11,19,17,2,8,13,15,8,2,5,5,15,10,6,12,9,8,1,16,3,14,14,0,12,1,13,0,11,3,14,8,10,11,5,7,14,17,1,19,4,3,10,1
1743_3,22,3,3,3,9,3,3,4,4,4,2,7,11,3,4,2,9,4,7,5,4,3,7,5,1,3,3,4,7,0,8,3,1,9,4,4,2,9,1,4,23,9,4,6,7,4,4,1,2,3
373_4,91,56,57,10,24,21,104,51,45,53,50,65,68,32,33,168,45,57,40,60,42,17,46,103,90,44,49,31,40,49,56,141,104,29,74,64,53,38,53,56,42,11,27,29,38,44,73,27,66,48
832_1,14,27,13,12,33,17,25,9,27,23,28,6,21,8,6,19,10,9,11,9,32,51,8,11,13,15,21,9,8,13,18,8,12,18,4,18,8,10,21,8,9,21,13,29,72,13,12,17,29,21
1704_2,37,4,7,14,8,22,3,1,7,5,7,5,9,4,2,2,2,3,12,3,2,10,3,6,3,6,6,25,9,4,13,4,2,5,9,2,3,1,4,10,21,7,10,4,8,5,4,11,4,0
1704_1,38,11,3,14,1,28,4,2,4,6,3,2,10,10,3,2,1,3,4,4,9,17,6,4,1,3,4,34,6,0,7,1,4,2,16,1,7,4,6,22,13,5,7,6,5,4,8,13,1,0
1656_10,16,9,10,14,6,6,3,7,4,7,6,4,14,3,8,11,27,4,10,1,3,15,5,2,1,3,29,7,13,1,8,6,4,1,17,3,4,33,28,35,15,15,2,4,5,4,1,3,47,0
1098_7,44,112,60,27,9,49,33,57,30,30,64,72,43,30,41,41,42,40,22,78,24,29,48,18,35,37,38,18,22,69,60,43,12,39,20,33,34,46,36,32,55,19,30,30,14,46,39,47,40,72
1166_1,4,2,3,2,8,4,4,2,6,3,3,3,1,3,12,2,15,6,10,1,5,1,2,2,2,8,15,2,10,3,2,6,1,2,0,3,4,10,13,6,5,3,5,3,0,9,3,1,10,9
1166_3,2,2,4,10,35,115,8,14,10,10,12,6,6,13,0,1,1,15,39,11,12,28,16,12,21,4,2,17,26,2,6,3,12,44,4,19,7,1,3,0,37,7,27,8,14,7,12,28,3,0
1166_2,0,7,6,2,5,19,7,8,4,6,4,1,1,12,5,7,27,16,11,5,9,17,17,6,5,19,10,4,14,2,1,3,6,17,1,13,4,20,14,9,3,4,16,5,6,25,5,2,4,5
1166_5,7,0,2,10,20,80,6,12,3,7,2,6,2,20,3,1,4,8,15,6,7,26,11,4,8,3,0,18,11,3,2,1,8,13,4,15,7,2,2,0,23,11,17,8,9,6,3,7,1,5
1166_4,0,2,6,6,24,95,4,15,7,8,4,13,8,19,2,2,1,15,18,11,8,22,17,7,6,12,3,17,23,1,7,4,7,15,3,4,4,3,4,3,29,4,21,11,8,4,4,20,3,2
501_4,116,15,8,10,1,7,3,3,5,7,14,34,30,6,7,5,8,8,7,32,8,10,6,6,6,6,0,6,9,31,21,5,10,2,6,0,8,12,5,1,56,9,9,9,6,10,17,21,7,14
349_1,59,34,31,6,2,11,16,16,22,11,48,59,26,19,35,9,35,18,10,44,5,26,16,8,15,14,73,8,8,41,34,16,9,13,10,17,8,31,33,14,48,7,19,28,7,27,11,37,38,44
501_5,86,14,5,19,5,7,7,4,8,5,6,27,24,4,2,5,5,2,7,33,6,12,1,4,6,5,0,8,9,30,19,2,9,1,6,0,9,8,9,5,50,15,9,8,0,10,10,28,4,27
349_6,46,44,82,13,6,26,24,27,38,33,34,47,28,21,58,44,58,24,25,35,22,22,28,30,27,37,121,19,37,19,28,48,34,8,14,29,12,57,73,20,23,5,30,41,3,61,17,25,67,41
2152_1,25,9,8,8,17,13,8,12,14,14,5,23,20,23,5,6,9,10,29,27,13,10,7,10,7,14,9,14,22,5,20,7,23,1,3,1,9,4,10,3,20,2,25,13,2,17,19,10,15,6
2152_3,3,2,10,12,8,9,2,3,3,0,1,2,3,4,11,6,18,5,11,1,5,5,5,0,3,3,13,9,8,3,5,5,6,5,7,1,5,22,9,38,13,0,7,4,5,2,2,11,15,3
2152_2,9,6,3,0,8,9,2,0,9,4,2,6,3,3,7,1,4,4,6,4,4,7,3,2,4,4,5,7,10,3,4,3,3,0,7,3,3,9,4,13,11,1,5,1,2,8,3,2,4,0
1914_2,0,0,1,4,0,7,4,1,1,2,1,2,0,1,1,2,2,1,5,0,4,2,2,2,6,3,0,9,2,1,1,3,0,0,2,4,1,2,1,0,2,3,4,2,0,4,2,0,1,2
794_5,11,55,18,23,8,43,21,20,14,12,21,22,23,17,3,8,13,23,20,20,24,44,16,11,18,16,6,16,12,20,22,12,9,31,4,22,12,8,14,2,11,36,23,62,57,14,26,35,21,39
349_4,48,51,86,6,18,26,48,12,35,41,49,27,21,52,53,59,59,36,37,24,25,8,44,37,38,35,119,11,29,22,21,68,38,24,20,46,16,48,85,23,35,5,45,38,10,54,14,24,80,52
1995_2,13,4,2,4,1,3,0,1,2,0,3,3,10,0,5,0,6,0,1,0,1,6,0,0,0,1,6,0,2,0,10,7,0,0,4,2,0,4,5,0,22,1,0,1,0,1,0,43,1,0
1872_2,0,0,3,1,14,4,1,5,1,3,0,1,2,3,0,0,0,4,3,0,2,3,3,2,0,0,0,0,6,0,1,0,0,0,0,3,1,0,0,0,0,1,1,2,1,0,5,0,0,0
1872_1,0,2,2,0,7,6,0,3,2,2,0,0,0,1,0,3,1,5,7,2,1,5,5,4,1,3,1,1,5,0,0,2,1,1,0,1,0,0,3,0,0,0,1,1,0,1,1,2,2,0
832_8,7,14,9,14,33,26,9,4,25,18,11,12,6,13,9,17,7,15,17,4,18,32,13,13,17,9,13,5,9,10,11,6,18,31,3,25,6,9,13,2,2,29,6,14,52,7,5,10,21,11
1627_1,0,1,0,1,14,9,2,2,0,2,1,0,1,8,2,2,1,3,11,3,4,10,6,5,1,3,1,0,11,0,0,0,4,1,0,5,1,0,1,0,2,3,2,10,0,3,2,4,3,0
1092_8,15,40,13,11,8,9,19,22,15,15,29,33,33,17,12,18,22,12,19,27,6,17,16,13,11,19,10,24,12,38,19,22,11,13,30,11,12,13,16,27,8,12,19,25,11,17,9,7,17,33
307_4,11,4,4,4,0,5,2,1,1,4,6,13,5,0,0,0,5,1,1,7,4,8,2,2,1,4,0,3,3,8,5,1,2,4,6,2,0,7,5,1,5,2,1,3,5,1,0,5,2,10
307_5,4,2,3,3,1,10,3,2,2,3,12,11,4,1,4,2,3,4,1,7,3,6,2,1,1,3,1,4,3,7,3,2,1,3,4,1,4,4,4,5,4,2,3,4,2,1,0,5,2,7
307_6,2,0,0,0,0,0,2,0,1,0,0,9,3,0,1,0,5,0,1,2,1,0,0,0,1,0,1,2,0,0,2,0,0,2,1,0,1,1,0,0,3,0,0,1,1,1,1,0,0,0
307_1,3,0,1,1,0,1,1,1,0,2,1,5,5,2,5,0,3,1,1,4,0,2,0,1,1,3,0,3,0,3,6,1,2,1,7,0,1,2,3,12,1,0,3,0,1,1,1,2,0,4
307_2,3,0,1,0,1,1,4,2,1,1,1,5,8,3,2,3,6,0,0,5,0,2,2,4,0,5,0,5,1,3,7,2,0,1,9,0,1,5,2,14,2,0,0,2,4,2,2,1,2,3
307_3,4,11,2,5,5,2,1,1,0,0,5,4,3,2,1,1,6,3,1,9,3,7,2,0,1,4,0,1,2,6,7,2,1,6,2,1,4,4,1,5,6,2,5,7,3,4,4,9,3,14
1563_1,0,0,2,4,4,11,1,2,2,1,1,1,1,3,4,1,4,0,3,0,1,1,1,1,0,2,2,2,3,0,2,1,3,0,5,0,2,1,1,2,6,3,7,7,1,3,1,0,2,1
1291_2,0,0,2,1,1,0,0,0,1,0,0,1,1,6,0,1,0,2,3,0,2,0,0,1,0,1,0,0,4,0,0,0,3,3,1,1,1,1,2,0,0,2,4,2,0,0,1,0,0,0
1563_3,0,6,0,6,13,6,4,0,9,9,4,2,4,5,2,1,1,3,8,1,5,12,3,4,3,3,4,9,7,9,6,0,5,3,3,3,4,1,7,0,3,8,7,5,2,4,5,2,3,0
